,default
6061,0
7944,1
21162,1
10278,1
28578,1
24702,0
34856,1
1944,0
32680,1
17546,1
33851,0
29138,1
23411,1
8281,1
25232,0
23984,0
18105,0
5304,1
33410,1
10486,1
17297,1
17976,0
12540,0
18156,0
14681,1
21744,0
24837,0
11007,0
36275,0
3083,1
5606,1
17205,1
4608,1
20774,0
24742,0
16608,0
19937,1
7774,1
30962,0
26116,0
20356,0
19687,1
27746,1
34037,0
16984,1
9655,0
16623,0
28191,0
27381,1
26255,0
22937,1
6849,0
13245,1
28414,0
21150,1
25862,0
6530,1
9790,0
34438,0
36095,0
15316,0
14365,1
36185,0
26404,1
7082,0
14107,0
12773,0
16093,1
4062,0
31215,1
2269,0
23384,1
34079,0
25399,1
16928,1
32092,1
15344,1
31756,0
34848,1
34433,0
27704,1
20536,0
28877,0
34168,0
1893,0
31584,1
9291,1
29680,0
6689,1
8607,0
33830,1
34291,0
36220,1
761,1
405,1
9807,0
36148,1
2429,0
21686,0
28253,0
13313,1
23682,0
2266,0
804,1
31051,0
21959,1
13905,0
23380,1
8682,0
18701,1
35344,0
8483,0
2761,1
3952,0
36295,0
15206,0
29471,0
26931,1
18918,1
5547,1
19382,0
18277,1
11066,0
10140,0
12821,0
31432,1
23966,0
30205,1
5667,0
10170,0
18564,1
835,0
21237,1
31512,0
16275,0
20546,0
18727,1
32654,1
27710,1
12006,1
33578,1
31980,1
1686,0
12942,0
17514,1
28673,1
18717,1
5218,1
4670,0
30467,1
21629,0
23428,1
13566,0
22701,0
20003,1
15262,1
9825,0
7896,1
19288,0
2894,0
17222,1
15491,1
26400,1
770,1
33038,1
1081,1
9927,1
35565,0
10999,0
15464,0
6242,0
20514,0
21682,0
3700,0
9416,1
16698,0
5377,1
25566,0
4382,0
2039,0
20288,1
19904,1
3462,1
3301,1
10114,0
7515,1
20767,0
34053,1
8329,1
3902,0
12560,0
31390,1
9310,1
9774,0
2356,0
14153,1
8938,0
30732,1
27445,1
34064,0
15407,0
28162,0
32268,1
32019,1
14847,1
14417,1
33674,1
11943,1
5166,1
3451,1
8158,1
22801,0
27399,0
22850,1
33182,1
8708,1
6569,1
23666,0
29524,0
36108,1
14498,0
14456,0
9889,0
6318,0
6334,1
14453,0
18521,0
5480,1
17107,1
15909,0
33099,1
23562,0
29605,1
27914,1
35990,0
2247,0
39,0
18673,0
20899,1
15956,1
9979,0
9646,0
4691,1
4079,0
25370,1
5850,0
30403,1
23433,1
849,1
25869,0
35531,0
27243,1
33267,1
11319,0
7321,0
20495,0
12040,1
36178,0
1777,0
30758,1
16314,0
6623,1
30941,0
17887,0
5670,0
34868,1
2357,1
27171,1
16087,1
31999,0
15694,0
4081,0
7006,0
14028,0
5060,1
18041,0
34950,0
22767,0
15509,0
13557,0
17972,0
5286,1
22628,0
7739,1
33889,0
3570,0
22622,0
8549,0
35098,0
32861,1
14376,1
32561,1
12566,0
1271,0
7153,0
15846,1
28813,0
30398,1
272,1
32170,0
5600,1
33856,0
12933,1
21060,1
19951,1
31314,1
28686,1
15121,1
18588,1
19627,1
23086,1
2199,1
9698,0
27025,1
34450,0
697,1
6540,1
36238,1
1548,0
31518,0
27014,1
20263,1
1396,0
6391,1
20106,1
12067,1
7555,1
33024,1
8828,0
21250,1
14565,1
3201,1
22627,1
29926,0
18461,0
25072,1
34572,0
28972,0
15494,1
33028,1
30606,1
9129,1
34529,0
32201,0
2113,0
26177,1
14831,1
9744,0
9833,0
14358,0
27845,1
10805,1
21205,1
24448,0
23387,1
27642,1
34506,0
10081,0
25487,0
5444,1
13322,1
32171,1
7099,0
31831,0
9580,1
34993,0
2419,0
36471,1
24171,0
4132,0
2837,1
1321,1
8276,1
35704,0
19972,1
926,1
3697,0
16982,1
33816,0
8272,1
9095,1
11856,1
10687,1
7480,1
18,0
997,1
24802,0
29454,1
9312,1
33277,1
6310,1
12602,0
32462,1
20440,0
34767,0
7007,1
26691,1
30511,1
27617,1
32288,1
34234,1
23851,1
15043,1
20783,0
14168,1
726,1
25942,1
32944,1
30492,1
21397,1
21360,1
4644,0
35425,0
29573,0
8942,0
6184,1
31059,1
25340,1
29747,1
11638,1
15783,1
23081,1
13365,1
5706,0
18618,1
13251,1
27613,1
36139,0
8776,1
11179,1
27687,1
15888,1
29017,1
28461,1
19693,1
16294,1
26183,1
33910,1
15341,0
13522,1
30877,0
35659,0
16473,0
31508,0
4487,0
10816,1
4220,0
4802,1
4465,0
6586,1
7357,0
876,1
9420,1
15229,0
13257,1
4774,0
3219,1
8149,1
26851,1
8836,0
9452,1
23539,0
25234,0
22677,0
13225,1
13408,1
20849,1
705,1
28033,1
6146,0
32367,1
2525,1
25219,1
10385,1
7577,0
13231,1
8162,1
18765,1
15866,1
18594,1
3050,1
2105,0
791,1
27510,1
482,1
10790,1
11982,1
2315,0
2777,1
26858,1
13128,1
16144,1
22949,1
6991,1
22930,1
12031,1
19907,1
16125,1
22211,1
10926,1
17971,0
214,1
20787,0
5707,0
19464,0
29271,1
30979,0
20335,1
28184,0
25312,1
21661,0
18278,0
20795,0
25263,0
12025,1
20761,0
24259,0
27834,1
34944,0
2553,0
26198,1
17560,1
8273,1
10357,1
7109,0
22002,1
6697,1
11474,0
15536,0
22168,1
17844,0
20529,0
12789,1
7290,0
7348,1
15755,0
2857,1
18147,0
15970,0
32728,1
21759,0
26738,1
26542,1
15736,0
22059,0
30554,1
17250,1
21619,1
6846,0
15027,1
4420,1
29451,0
15561,0
32996,1
8627,0
19803,1
7601,1
35164,0
1383,0
33296,1
31554,0
21389,1
25053,0
27992,1
4942,0
2195,0
3613,0
28377,1
225,0
34878,0
31306,1
34755,0
4411,1
10530,0
24694,0
9440,1
33690,1
17367,1
8869,0
29186,1
3248,1
35387,0
23679,0
33297,1
14457,0
17092,1
33841,0
11594,1
23887,0
34721,0
26409,1
875,1
33813,0
4099,0
6366,0
21974,1
16379,0
14940,1
27722,0
13012,0
1806,0
23412,1
30838,0
11228,0
25882,1
13705,0
622,1
16345,0
26227,0
13007,1
10526,1
10147,1
4201,0
31279,1
14624,1
7662,0
9081,1
31917,1
16407,0
29080,1
19819,1
8054,1
2140,0
22104,1
25690,0
15317,1
1895,0
26068,0
25829,1
5867,0
35037,0
21383,1
30101,1
10370,1
1932,0
15760,0
17023,0
22996,1
31923,1
25108,0
10705,1
33118,1
20559,1
19791,1
31656,1
10260,1
3597,0
3270,1
30360,1
34381,0
23646,0
11471,0
29631,1
1766,0
14549,1
23953,0
27744,1
22431,1
11130,0
26831,0
3450,1
10594,1
17300,1
29892,1
491,0
15452,0
26102,0
32046,1
22142,1
4797,1
24992,0
34900,1
10721,1
6152,0
22606,0
15566,0
5582,1
6667,1
20354,0
3862,0
20516,0
35771,0
12530,0
31181,1
9946,0
18183,0
5692,0
22653,0
3878,0
27540,0
33398,1
32857,1
13824,0
35725,1
35452,0
15700,0
31089,1
9205,1
3227,1
22162,1
15199,1
35096,0
33064,1
19370,0
5070,0
18799,1
13040,1
18904,1
17596,0
17768,0
8048,1
11965,1
18901,1
5118,1
18839,1
360,0
21923,1
12146,1
28152,1
31419,1
23608,0
4835,0
25242,1
35156,0
16557,0
27156,0
24894,0
8537,0
28751,0
16346,0
15498,0
5893,0
33712,0
20368,1
366,1
27955,1
282,1
29015,1
25673,0
3131,1
32308,1
18115,0
36289,1
13883,0
32719,1
24103,0
5099,1
30478,1
19884,1
27774,1
24690,0
17651,0
33458,1
2727,1
24324,0
31898,1
3103,1
28460,1
33505,1
21636,1
24863,0
23998,0
16605,0
34081,0
1593,0
19002,1
22821,0
30692,1
21531,0
6039,0
27199,1
15135,1
16532,0
30850,0
24602,0
12618,0
14304,0
35547,0
30974,0
16129,1
1785,0
27000,1
16081,1
30772,1
28950,0
20479,0
9532,0
35412,1
15988,1
23321,0
21579,0
3507,0
12594,0
968,1
19603,1
27311,1
4766,1
34823,0
12805,0
25245,0
34237,1
13984,0
9940,0
30032,1
21721,0
25253,0
35429,0
17809,0
22656,1
10630,1
31165,0
12604,1
12921,0
32715,1
19134,1
7491,0
18879,1
19340,0
3115,0
24397,0
33641,1
22308,1
3883,0
10844,1
34953,0
9818,0
12708,0
26551,1
16236,1
26731,1
32394,1
6632,1
32006,0
34430,0
1197,1
3016,0
1207,1
33692,1
2222,1
10414,1
485,1
35063,1
28224,1
8024,1
34413,0
30273,1
1981,0
8814,0
33320,1
2752,1
13531,1
32451,1
36402,0
8898,0
22111,1
21584,1
15346,0
22758,1
12559,0
2729,1
33539,1
34954,0
35362,0
22638,0
21147,1
35699,0
33426,1
18310,0
5482,1
10323,0
34419,0
10130,0
23995,1
34085,0
17509,1
9760,0
33898,1
1877,1
13642,0
29744,1
28718,1
9965,0
21827,1
15064,1
22027,1
18433,1
14482,0
34686,0
12973,0
34781,0
4109,0
13911,0
13137,1
15013,1
6268,0
35500,0
2966,1
12380,1
4153,0
18418,0
1329,0
19973,1
5848,0
1588,0
12382,0
34465,0
30932,0
11649,1
22753,0
10396,0
4910,1
32793,1
5010,1
10361,1
15171,1
25724,1
18713,1
25451,0
34000,1
4161,0
22708,0
5446,1
4215,0
28720,0
14516,1
23651,0
5177,1
25490,1
28007,1
18959,1
26271,1
34952,0
7927,1
3621,1
25493,1
7853,0
13685,1
10859,1
34215,0
24614,0
319,0
3045,1
22811,1
9108,1
28834,0
9578,0
23707,0
14188,0
2390,1
4433,1
24843,0
10250,0
17018,0
16449,0
11862,1
19903,1
30865,0
17693,0
6364,0
18314,1
707,1
7275,1
4467,1
18903,1
17354,1
13547,0
13877,0
34480,0
29901,0
18856,1
27956,1
22995,1
24633,0
22182,1
14818,1
33396,1
125,0
33036,1
23959,0
9520,0
27861,1
20475,0
33468,1
15589,0
17021,1
31806,0
1694,1
35587,0
34451,1
35634,0
21253,1
4847,0
7261,0
31121,1
6190,0
4057,0
22709,1
15897,0
30245,1
2167,0
11559,1
27349,1
21013,0
29746,0
11422,1
25993,1
26668,1
33986,0
26413,1
4087,0
176,0
737,0
31589,0
17248,1
4973,1
6464,1
14322,1
14387,1
1602,0
34069,0
5477,1
33626,1
10848,1
29206,1
9506,0
20235,1
19636,1
25456,1
14643,1
28910,1
5509,1
11587,1
8010,1
33819,0
16935,1
23366,0
24052,0
20801,0
23107,1
35059,0
15411,0
18695,1
1095,1
31242,0
27634,1
32056,1
25,0
22487,0
23637,0
7911,1
9739,0
2521,1
30567,1
19713,1
6753,1
10389,0
916,1
1729,0
1270,0
11921,1
32124,1
24962,0
16943,1
30876,0
35440,0
35413,1
20821,0
28141,0
25504,0
1767,0
35056,0
22593,0
27868,1
3702,0
21752,0
32924,1
4364,0
2492,1
13570,0
18067,0
21767,1
16233,0
16533,0
26312,1
31762,0
30584,1
21326,1
1205,1
23892,0
18265,1
17339,1
9995,1
11076,0
1393,1
26596,1
30679,1
35023,0
26412,1
16757,1
34354,0
20780,0
21763,1
11053,0
6317,1
13861,0
30527,1
3241,1
11770,1
6092,0
5088,1
19145,1
26702,1
21725,1
22468,0
21979,0
20750,0
18444,0
4456,1
23652,1
2739,1
3214,0
24328,0
31115,1
23737,1
7621,1
1165,1
13695,0
29974,1
33585,1
34596,0
11217,0
3828,0
35826,0
33018,1
826,0
21067,1
19293,0
12467,0
3148,1
8098,1
11558,0
15221,1
763,1
27858,1
16238,0
3735,0
33000,1
15492,0
8567,0
16977,1
6797,0
7138,0
8989,1
36206,1
2011,0
24218,0
2941,1
18396,1
23097,1
13690,0
14184,0
15181,1
32833,1
5303,1
22691,0
28640,1
24862,1
34150,0
11295,0
13388,1
19762,1
17193,1
10017,0
8262,1
34463,0
13971,0
31653,1
33850,0
8582,0
16762,0
8666,0
34563,0
18729,1
10022,0
5438,1
9660,0
22338,1
20526,0
15384,0
22924,1
29236,1
16317,0
36008,0
30347,1
29835,1
11823,1
33135,1
31053,0
9618,0
17272,1
13374,1
17406,1
873,0
28385,1
2325,1
414,0
9269,0
30978,0
34661,0
10886,1
23967,0
26006,0
18636,1
29272,1
1231,0
5498,1
7931,1
4993,1
32509,1
14407,1
31472,1
3868,0
2211,0
20837,1
16413,0
17824,0
23740,0
21063,1
15100,1
27502,1
21255,1
5362,1
27234,1
23255,0
25020,0
27238,1
3213,1
28431,1
26415,1
17360,1
12745,0
16468,0
16873,0
8675,0
3682,0
23996,0
6123,0
1976,0
30808,1
10786,1
9717,0
1373,0
9280,1
11017,0
4731,1
1783,0
24516,0
7166,0
12571,0
7603,1
10077,0
18608,0
25473,1
20710,0
9823,0
24760,0
4009,0
8308,1
21842,1
3310,1
23313,1
5255,1
15375,0
29276,1
5943,0
4707,1
23689,0
98,0
4703,0
28670,1
16059,1
5330,1
32069,1
18339,0
179,1
35852,0
28432,1
27379,0
14506,0
16251,0
21311,1
16930,1
10469,0
23952,0
23830,0
7507,1
15047,1
18497,0
32433,1
27607,1
26981,1
18855,1
26150,1
11328,0
4865,0
22244,1
26764,1
33937,1
12714,0
31532,0
8763,0
25726,1
25249,0
24549,0
26427,0
3072,1
31161,1
13159,1
23094,1
20682,0
13347,1
23409,1
17385,1
5592,1
6619,1
12889,1
16304,0
6548,1
28698,1
27506,1
33916,0
35747,1
2581,1
28335,1
12221,0
11113,0
2146,0
35803,1
28641,1
33500,1
25284,0
19257,0
12181,0
9317,1
391,0
16043,1
18258,0
6069,0
26031,1
9805,0
18193,0
361,1
21189,1
28312,0
11451,0
3132,0
23635,1
32874,1
29238,1
16363,0
32639,1
9695,1
32385,1
19125,1
24030,0
13447,1
13899,0
703,1
19042,0
9826,0
5314,1
590,0
10876,1
28339,1
35428,0
1268,0
7401,0
1831,0
621,1
10770,1
8136,1
11601,1
16148,1
9763,0
17718,0
458,1
10080,0
30944,0
5796,0
33171,1
683,0
24730,0
35795,0
24430,0
21895,0
33859,0
2948,1
22208,0
24068,0
21364,1
20000,1
20327,1
20672,0
22299,1
32357,1
13614,0
34819,0
35982,0
1167,1
21692,0
18825,0
7430,0
2892,1
25453,1
9066,1
15705,0
18890,1
35806,1
21478,1
30880,0
25853,0
32723,1
14520,1
30043,1
32033,0
20478,0
10039,0
27435,1
35422,0
7488,1
22751,1
32873,1
3405,0
25216,1
31780,0
35433,0
22295,1
12611,0
8426,0
13641,0
36433,1
3250,1
6645,1
17080,1
1190,1
3479,1
10445,1
19515,0
26261,1
23856,0
5983,0
7110,0
35899,0
9528,0
22028,1
4146,0
18986,1
23971,0
6840,0
32449,1
32955,1
11395,0
2123,0
28542,1
27863,1
33483,1
7451,0
4230,0
29055,1
5494,1
7201,0
7836,1
31995,0
23572,0
4869,1
18516,0
19468,0
5840,0
27546,1
5669,0
15020,1
11605,0
4757,1
15335,0
32009,0
12962,0
13550,0
25347,0
17645,1
28844,0
23716,0
18005,0
508,1
15440,0
14020,0
33504,1
1107,1
10094,0
11338,0
30188,1
14472,1
4687,0
33463,1
26254,1
12862,1
10313,0
24005,0
15350,0
6999,0
7141,1
21399,1
20969,0
17325,1
33685,1
19589,0
13382,1
28032,1
25449,0
31195,1
17457,1
8011,1
18084,0
12516,0
22268,1
13567,0
3457,1
6167,0
27033,0
9166,1
26983,1
30847,0
23153,1
8145,1
25276,0
5270,1
33466,1
1312,0
19355,0
1858,0
258,0
22385,1
2697,0
7666,1
4258,0
29418,0
15334,0
9791,0
14401,0
11772,1
3913,0
18948,0
28418,1
33573,1
23208,0
31409,1
10433,1
34498,0
6843,0
19478,0
21343,1
36230,0
12502,0
20935,0
20663,0
31973,0
3008,1
16993,1
7751,1
32004,0
15981,1
35,0
23354,1
7142,0
797,1
13669,0
20160,1
15251,0
24839,0
10922,1
5736,0
24475,0
33155,1
28058,0
17675,0
16740,0
28415,1
22283,1
24457,0
18210,0
9362,1
7045,0
8614,0
27004,1
33386,1
3742,0
29504,0
30796,1
18487,0
25183,0
15746,0
30529,1
8165,1
5173,1
7849,1
28268,1
7306,0
12699,0
1769,0
31960,1
7829,1
24034,0
9994,0
21315,1
6896,0
12091,1
14351,1
31642,1
32602,1
33127,1
18017,1
9604,0
3792,0
9801,0
447,1
10646,1
9173,1
1591,0
27825,1
14542,1
29797,1
9016,0
6272,1
26298,1
28955,1
27130,1
10949,1
5018,1
12147,1
23163,0
15841,0
6505,1
28040,1
1635,0
4262,0
36356,1
17993,0
3803,0
34871,0
12964,0
26778,1
27240,1
34379,1
34723,0
6718,1
20436,0
11165,0
12548,1
25290,0
27789,1
5345,0
8816,0
29516,0
28116,0
33005,1
5689,1
28082,1
20585,0
18463,0
17312,1
18301,0
23919,0
15751,1
29121,1
14478,1
23905,0
3210,1
34966,0
29035,0
19281,0
30561,1
7376,0
31636,1
21642,0
13309,1
6521,1
14213,0
7576,0
12796,1
16816,1
23119,1
34768,1
8495,0
6654,1
24571,0
7412,1
8431,0
35327,1
7612,1
15068,1
28333,1
208,1
32801,1
2603,1
27793,1
21333,1
956,1
20401,0
23673,0
10568,1
34770,0
1940,0
20025,1
25038,0
6437,1
35455,0
36021,1
8690,0
5333,0
10122,1
7217,0
1007,1
22820,1
27574,1
17122,1
27377,0
31174,0
10843,1
22657,1
34055,1
7701,0
22289,1
18881,1
29593,0
3906,0
16909,1
33167,1
26202,1
26072,0
118,0
19178,1
21100,1
10178,0
26732,1
29468,0
9614,0
26507,1
7206,0
25804,0
10014,0
12958,1
6467,1
21284,1
32584,1
25255,0
4751,0
2053,0
29500,0
35113,0
11447,0
2134,0
17835,0
19323,0
27268,1
6403,0
9613,0
27274,1
31087,0
19717,1
2557,0
18777,1
26103,0
27010,0
3038,1
19306,0
18055,0
9348,1
14934,1
29097,1
25155,1
25222,0
9287,1
16735,1
34899,0
25062,0
7233,0
14887,1
9245,1
16300,1
17079,1
24836,0
33156,1
34884,1
6934,0
36429,0
16023,0
21736,0
35821,0
34810,0
16243,0
11496,0
30858,0
12732,0
10060,0
1052,1
30441,1
6890,1
12330,0
31304,1
21811,1
11293,0
31657,1
11355,0
10750,1
21170,1
21687,0
9793,0
17974,0
11225,0
5089,1
26941,0
20958,0
34792,0
32629,1
5309,1
1572,0
34922,0
31234,1
24139,0
35592,0
25621,0
12751,0
586,1
35523,0
10295,1
19628,1
32082,1
11015,1
11190,0
24459,0
4396,0
1451,0
15715,0
20772,0
1103,1
28302,0
19577,1
8653,0
26447,1
13281,1
32546,1
24685,0
15637,0
9062,0
30081,1
3853,0
17014,1
27420,1
13597,0
23199,0
26223,1
32875,1
17797,0
1759,0
31622,1
24062,0
24829,0
10899,1
2939,1
7725,0
25113,0
4108,0
6335,1
2382,1
7707,0
93,0
11248,0
6932,0
22953,1
12808,0
10209,0
24178,0
35359,0
23768,0
25389,0
26200,0
32340,1
22110,1
26865,0
9920,0
4402,0
23005,1
12956,0
25028,0
35273,0
24287,0
8740,0
28574,1
13652,1
26333,0
20045,1
35610,1
252,1
4155,0
5767,0
18200,0
4054,0
34706,0
4779,1
18423,1
22405,1
6738,1
18702,0
26338,1
6767,1
29260,1
36336,0
26759,0
13807,0
32306,1
30158,1
33303,1
2660,0
10822,1
24041,0
30062,1
19856,1
32230,1
2416,1
27454,1
23914,0
15722,0
2428,1
29128,1
11195,0
5385,1
15621,0
25910,1
12818,0
8449,0
2160,0
2654,1
21722,0
1800,0
3511,1
5727,1
1063,1
30112,1
16724,0
15312,0
30534,1
1428,0
21929,1
17065,1
24332,0
33530,1
8436,0
13640,1
31975,0
35462,1
28354,1
764,0
36044,1
1859,0
11759,1
22575,0
31212,1
30412,1
11641,1
16335,0
10704,1
19630,0
6095,0
32526,1
24902,0
4696,1
30106,1
5,0
14504,1
16123,1
10863,1
7681,1
14317,0
8032,1
5654,0
20164,1
4427,0
19170,1
22892,1
35101,0
17529,1
26880,1
7643,0
2061,0
26363,1
7484,1
11170,0
9274,1
14803,1
32808,1
16715,1
10391,1
4611,0
22022,1
17924,0
23722,0
1127,1
23472,1
9445,1
19095,1
12298,0
24968,0
27942,1
2601,1
18941,1
28021,1
15385,0
15958,0
31216,1
7234,0
9803,0
19384,0
8035,1
27277,1
15805,0
23845,0
12319,0
6014,0
26248,1
25446,1
33770,1
36261,0
36190,0
25515,0
13212,1
21141,1
26458,1
4987,1
8305,1
21613,0
9069,1
19544,1
24284,0
4015,0
10720,1
28030,1
31126,1
19451,0
2257,1
28186,0
25165,0
13016,0
11972,1
35148,0
20400,1
12545,1
35846,0
35263,1
32002,0
12954,1
19547,0
8990,0
21760,1
21742,0
20364,1
32489,1
30377,1
2432,1
24876,0
12141,1
18803,1
33636,1
31459,1
22853,1
3058,1
31658,1
1781,0
11055,0
16469,0
934,1
16549,0
26480,1
20522,1
11071,0
1399,0
12814,1
15366,0
13513,1
22067,1
3632,0
34910,0
35114,0
9742,0
13180,1
17581,0
11406,0
32993,1
35343,0
14790,1
2548,0
31300,1
18649,0
14048,1
21314,1
8387,0
3797,1
13289,1
35623,0
33546,1
25057,0
35956,0
21425,0
6155,0
31745,0
24497,0
2669,0
34154,0
6012,0
28400,1
5209,1
29094,1
28052,1
30807,1
8232,1
36171,0
15669,0
21551,0
16402,0
33723,1
35049,0
33192,1
976,1
27828,1
12989,1
23093,1
33157,1
28429,1
29978,0
36319,1
34505,0
20068,1
35410,0
14730,1
7915,1
28147,1
31084,0
19398,1
7009,0
23319,0
20632,0
21068,1
24547,1
8743,0
13748,0
16754,1
14043,0
7742,1
8174,1
31736,0
1376,0
2836,0
1930,0
13214,1
14466,0
16337,0
13049,0
29264,1
841,1
35657,0
21580,1
29090,0
5224,1
11427,0
12499,0
13533,0
23318,1
19607,1
25648,0
24632,0
19881,1
32541,1
36216,0
8848,0
8241,1
11455,0
28564,1
32235,1
31885,0
5107,1
8971,0
20461,1
34724,0
10242,1
10097,0
19203,0
9648,1
13517,1
35158,0
19357,0
11024,0
209,0
27963,1
15531,0
22448,1
29916,1
31031,0
18833,1
34344,0
19674,0
30896,0
8351,1
8279,1
8021,1
21917,1
9010,0
30189,1
35632,0
7756,0
18620,0
36250,1
35636,0
2937,1
3545,0
7008,0
11689,1
7080,0
22419,1
25136,1
12448,0
24416,0
9159,1
20917,1
13349,1
3096,0
33160,1
33817,0
27153,0
14142,1
31404,1
10143,0
16055,1
30543,1
33063,1
31528,0
2457,0
5341,1
29697,0
22941,1
30849,0
7870,1
27733,1
13573,0
3704,1
29625,0
23844,0
6762,1
4936,1
19846,1
35251,0
6951,0
2561,1
2715,1
4143,0
8887,0
18823,1
17275,1
11141,1
19107,1
4308,0
3019,1
11624,0
21893,1
850,0
11268,0
5420,1
31,1
6102,0
29140,1
23596,0
14154,1
33177,1
25741,0
35749,0
29735,1
24010,0
18873,1
24936,0
16054,1
19927,1
21202,1
11358,0
8523,0
13650,1
29112,1
35465,0
23233,0
35840,0
18999,1
5569,1
22094,1
21883,1
27415,1
11681,1
947,1
24514,0
35626,0
11929,1
18845,1
28420,0
16886,1
11500,0
19212,1
9968,0
6101,0
557,1
8710,0
9864,0
14316,1
20982,0
31120,1
15056,1
6765,1
3234,1
18382,0
12935,1
27374,1
8692,0
26237,0
16310,1
29353,0
16103,0
13577,0
7663,0
20092,1
36461,1
741,1
30322,1
15166,1
28479,1
34817,0
16819,1
3956,0
26523,1
33596,1
11633,0
21410,1
29715,1
5281,1
33336,1
14680,1
13603,1
16519,0
33852,0
10870,1
35870,0
32413,1
21174,1
9530,0
34855,0
5383,1
7111,0
950,1
34357,0
17871,0
13247,1
32622,1
28485,1
5451,1
36439,0
5974,0
7733,1
4607,1
2658,1
10939,1
4750,0
27094,1
25790,0
20053,1
18894,1
2339,0
1473,0
24344,0
30304,1
15872,1
14896,1
9626,0
192,1
23430,1
2072,1
23543,1
27314,0
30629,1
23808,0
32681,1
10507,1
10514,1
16368,0
8212,1
24419,0
5868,0
10751,1
5483,1
18927,1
23842,0
25296,1
9222,1
6838,1
12426,0
9900,0
29941,1
25212,0
21134,1
26607,0
16687,0
30361,1
14164,1
22133,1
9426,1
24687,0
3367,1
25230,0
29207,1
13904,0
28056,0
19279,0
6790,1
7236,0
7126,0
22692,0
13495,1
28990,1
17671,0
30447,1
33029,1
23245,1
24818,0
35567,0
1051,1
1043,1
3348,1
12288,1
6579,1
32342,1
32244,1
18759,0
3262,1
5416,1
12582,0
23840,0
27359,1
35039,1
336,1
27619,1
8052,1
19341,0
36097,1
12027,1
36145,1
10797,1
24261,0
6049,0
7804,0
31564,0
7374,0
3484,1
31547,0
35897,0
23025,1
25004,0
29021,1
17016,1
15802,0
12932,0
5233,1
19666,1
17771,0
14084,0
34772,0
3446,1
16069,1
11743,0
21422,0
23800,1
11247,0
10742,1
26581,0
9164,1
19197,1
10757,1
35126,0
8230,1
10558,1
3273,1
11789,1
21927,1
28643,1
16547,0
24732,0
1620,1
29270,1
3235,1
5790,0
8058,1
27020,1
35394,0
23640,0
14721,1
29458,0
20238,1
20532,0
20219,1
13082,1
30391,1
11243,0
10344,0
26775,1
651,1
26286,0
4839,1
31417,1
25996,1
27144,1
4873,0
35332,0
28947,0
32020,0
3352,1
35385,0
3840,0
9282,1
19003,1
25973,0
575,0
16955,1
22371,1
9808,0
34908,0
6664,1
35302,0
26436,0
2363,0
20366,0
21090,1
27352,1
29511,0
33298,1
16989,1
28565,1
8090,1
21434,1
31372,1
26190,1
11407,0
26090,0
8854,0
19930,1
15948,1
28453,1
6171,0
19240,1
20600,0
24208,0
24230,0
36233,0
28958,0
21707,0
1861,0
36373,1
13384,1
31352,1
1970,0
34196,0
14955,1
8359,0
11907,1
33405,1
9086,1
27187,1
28648,1
5084,1
10798,1
16039,1
4663,0
30587,1
22754,1
6117,0
11674,1
21198,1
27612,1
23361,1
17090,0
15057,1
7189,0
14529,0
10415,1
26288,0
7207,0
17992,0
6483,1
31541,0
11185,0
22598,0
30628,1
3566,0
17565,1
20752,0
3922,1
10903,1
26281,0
14295,0
32656,1
28595,1
14806,1
21335,1
29603,0
26380,0
7573,0
654,1
31704,0
34963,0
29878,0
30111,1
9534,0
11950,1
25589,1
33669,1
3753,0
17652,1
16053,1
29800,0
19792,1
18972,1
8604,1
1113,1
32233,1
35942,0
2297,0
6662,0
22030,1
24403,0
9106,1
6518,1
34573,0
18858,1
6546,1
24785,0
2426,1
4281,0
25181,0
24340,1
34171,0
920,0
18921,1
36151,1
36409,0
31883,0
27119,1
25770,0
23496,0
19097,1
32362,1
21053,1
7970,1
31601,1
23510,0
6522,1
34247,1
16161,1
35952,0
16615,0
3094,0
34006,0
13537,0
26935,1
402,0
33478,1
4102,0
7734,1
27371,1
12286,0
11915,1
12354,0
32287,1
30042,1
7837,1
23473,1
6602,0
32001,0
21848,1
14935,1
21585,0
20631,0
21176,1
19591,0
12021,1
36085,0
620,1
25528,0
3419,1
20842,0
31872,1
13536,0
8876,0
14159,1
17575,1
35058,0
1472,0
21812,0
33686,1
16092,1
660,1
13120,1
16246,0
9427,1
30149,1
5737,0
3506,1
20286,1
29881,1
33981,0
18003,0
23742,0
22895,1
35963,0
5561,1
14136,1
7755,0
6096,0
7247,0
36240,0
8513,0
29544,0
12630,0
22739,0
20643,0
28038,1
6775,1
26109,0
6076,0
13332,1
17655,0
23864,0
12192,0
35141,0
3949,0
18647,1
9238,0
17845,1
2563,0
33086,1
31469,1
12757,0
17318,1
25799,0
7479,0
23901,0
4141,0
4027,0
15717,0
13027,1
16897,0
35030,0
23699,0
27009,1
16340,0
33738,0
21352,1
24220,1
12366,0
1667,0
9476,0
33812,0
21740,1
30132,1
33713,0
9072,0
31318,1
26822,1
10543,1
31042,1
13378,1
7713,1
21801,1
1763,0
34353,0
7599,0
19641,1
3332,1
21041,0
30995,1
24950,0
2990,1
10679,1
25921,1
29674,1
33201,1
26408,1
30774,1
13689,0
31351,1
5954,0
14511,0
28943,1
236,1
16957,0
6612,1
2775,0
6500,1
4278,0
19981,0
24266,0
34919,1
24063,1
17142,1
13340,1
11730,1
